SMILES,MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,366.45,5.51,6.48,0.0,3.0,4.0,0
COc1ccc(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2)cc1,347.42,0.31,62.32,0.0,5.0,4.0,0
Cc1cc(CC(=O)O)c(C)n1-c1ccc(Cl)cc1,263.72,3.37,42.23,1.0,2.0,3.0,0
c1ccc(C2(N3CCCC3)CCCCC2)cc1,229.37,3.94,3.24,0.0,1.0,2.0,0
O=c1[nH]c(=O)c2ccccc2o1,163.13,0.48,63.07,1.0,3.0,0.0,0
CCNC(=O)NCc1cccc(Cl)c1,212.68,2.16,41.13,2.0,1.0,3.0,0
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,404.42,-2.45,162.16,4.0,8.0,8.0,0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,442.49,1.69,106.69,4.0,5.0,6.0,0
CCC1(CC)C(=O)C=CNC1=O,167.21,1.01,46.17,1.0,2.0,2.0,0
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,339.44,2.95,49.77,1.0,4.0,6.0,0
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,312.8,3.26,23.55,0.0,2.0,0.0,0
C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,344.52,4.47,18.46,0.0,2.0,4.0,0
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O,328.48,4.5,15.71,0.0,4.0,5.0,0
CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,310.35,2.93,82.06,1.0,5.0,10.0,0
CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,365.48,3.34,47.36,0.0,5.0,8.0,0
NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,193.16,-3.73,133.24,5.0,6.0,1.0,0
Oc1cc(O)c(Cl)cn1,145.54,1.15,53.35,2.0,3.0,0.0,0
COc1ccc2c(c1)c(CCN)c(C)n2Cc1ccccc1.Cl,294.4,3.51,40.18,1.0,3.0,5.0,0
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,421.9,3.09,76.82,2.0,5.0,7.0,0
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,296.25,3.85,62.22,2.0,3.0,3.0,0
CC1COC(=O)O1,102.09,0.54,35.53,0.0,3.0,0.0,0
CCCCCC1C(=O)N2C=C(c3ccccc3)c3ccccc3N2C1=O,346.43,4.38,40.62,0.0,2.0,5.0,0
CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,325.45,4.22,29.54,0.0,3.0,10.0,0
CNC(=O)c1c(C)oc2cc(Oc3ccnc4cc(OCCN5CCOCC5)ccc34)ccc12,461.52,4.15,86.06,1.0,7.0,7.0,0
Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1,414.47,3.75,103.14,2.0,5.0,7.0,0
COc1cc(O)cc(O)c1,140.14,1.11,49.69,2.0,3.0,1.0,0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,553.6,6.05,123.06,3.0,7.0,6.0,0
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,532.53,1.92,134.66,3.0,10.0,7.0,0
C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,389.33,3.22,106.14,2.0,5.0,5.0,0
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,325.48,4.3,29.1,1.0,1.0,7.0,0
CN(C)CCC1c2ccc(Cl)cc2CCc2cccnc21,300.83,3.92,16.13,0.0,2.0,3.0,0
COc1ccccc1N1CCN(CCc2c[nH]c3cc4c(cc23)OCO4)CC1,379.46,3.27,49.96,1.0,5.0,5.0,0
Cc1c(-c2ccccc2)n(/N=N/n2c(-c3ccccc3)c(C)[n+]3ccccc23)c2cccc[n+]12,444.54,5.4,42.78,0.0,4.0,4.0,0
CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,251.29,-1.0,65.06,0.0,7.0,3.0,0
CCC(C)(CN(C)C)OC(=O)c1ccccc1,235.33,2.57,29.54,0.0,3.0,5.0,0
C[n+]1ccc(C(=O)NCc2ccccc2)cc1,227.29,1.44,32.98,1.0,1.0,3.0,0
CN(C)CCO[C@@H](c1ccc(Cl)cc1)c1ccccn1,290.79,3.4,25.36,0.0,3.0,6.0,0
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,398.55,2.5,101.57,2.0,8.0,10.0,0
COc1ccc2c(c1)c(CCN)c(C)n2Cc1ccccc1,294.4,3.51,40.18,1.0,3.0,5.0,0
C[C@@H](Oc1ccc(Oc2cnc3ccc(Cl)cc3n2)cc1)C(=O)O,344.75,3.93,81.54,1.0,5.0,5.0,0
CCCC[C@@H](NC(=O)[C@@H](Cc1cn(C(=O)OC)c2ccccc12)NC(=O)[C@H](CC(C)(C)C)NC(=O)N1[C@H](C)CCC[C@@H]1C)C(=O)O,641.81,4.82,159.07,4.0,7.0,12.0,0
CC1CCC(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)O)C2CCC(O)CC2)CC1,441.59,5.58,77.84,2.0,4.0,5.0,0
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)O)CCCC1,461.57,4.7,112.07,2.0,5.0,10.0,0
Cc1cc(C)cc(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c1,273.38,3.09,29.54,0.0,3.0,2.0,0
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C)cc3)CC2)nc2ccccc21,433.64,5.79,30.29,0.0,4.0,8.0,0
COc1ccc(C(=O)Nc2ccc(OCC(O)CNC(C)C)cc2)cc1,358.44,2.69,79.82,3.0,5.0,9.0,0
CC(OCCN1CCCCCCC1)(c1ccccc1)c1ccc(Cl)cc1,371.95,5.89,12.47,0.0,2.0,6.0,0
c1ccc2c(c1)OC[C@H](CNCCCOc1ccc3c(c1)OCO3)O2,343.38,2.61,58.18,1.0,6.0,7.0,0
CNCc1ccc(CSCCN/C(=N/S(C)(=O)=O)NCC(O)c2ccc(O)cc2)o1,456.59,1.17,136.19,5.0,7.0,11.0,0
C#CCOc1ccccc1OCC(O)CNC(C)(C)C,277.36,1.83,50.72,2.0,4.0,7.0,0
CCC(C)(C)NCC(O)COc1ccccc1C#N,262.35,2.08,65.28,2.0,4.0,7.0,0
c1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,295.43,4.28,12.47,0.0,2.0,6.0,0
Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,356.43,1.29,97.55,2.0,7.0,8.0,0
OCCOCCN1CCN(C(c2ccc(Cl)cc2)c2ccccn2)CC1,375.9,2.45,48.83,1.0,5.0,8.0,0
CCCCOc1ccc(OCC(O)CNCCNc2cc(=O)n(C)c(=O)n2C)cc1,420.51,0.7,106.75,3.0,9.0,13.0,0
CCc1nc2c(C)cc(-c3cn4c(n3)CCCC4)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,490.61,6.52,72.94,1.0,5.0,6.0,0
C#CCC1(OC(=O)CC)CCN(CCc2ccccc2)CC1,299.41,3.04,29.54,0.0,3.0,6.0,0
COCCOCCNCC1COc2ccccc2O1,267.32,1.08,48.95,1.0,5.0,8.0,0
CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1,538.64,6.95,100.87,3.0,6.0,10.0,0
COCCc1ccc(OCC(O)C(C)(C)N)cc1,253.34,1.35,64.71,2.0,4.0,7.0,0
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,463.62,4.86,67.59,1.0,5.0,10.0,0
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1.Cl,379.5,2.89,90.9,3.0,5.0,9.0,0
COC(=O)/C=C/c1ccccc1OCC(O)CNC(C)C,293.36,1.61,67.79,2.0,5.0,8.0,0
Cc1nc(-c2ccc(/N=C/NC(C)C)cc2)c[nH]1,242.33,3.04,53.07,2.0,2.0,4.0,0
N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,403.49,2.27,98.38,2.0,5.0,6.0,0
COc1ccc2cc(-c3ccc(OCC(O)CNC(C)(C)C)cc3)n(C)c(=O)c2c1,410.51,3.34,72.72,2.0,6.0,7.0,0
CC(C)NCC(O)COc1ccccc1C1C[C@@H]2CC[C@H]1C2,303.45,3.33,41.49,2.0,3.0,7.0,0
CC(C)(CCc1ccccc1)NCC(O)c1ccc2c(c1)CCC(=O)N2,352.48,3.61,61.36,3.0,3.0,7.0,0
O=C(c1ccc(F)cc1)C1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,423.49,3.2,75.17,1.0,5.0,7.0,0
Cc1cc(=O)c2c(O)c3ccoc3c(OCC(O)CNC(C)(C)C)c2o1,361.39,2.68,105.07,3.0,7.0,5.0,0
CC(C)(C)NCC(O)COc1cccc2c1C(=O)OC2,279.34,1.48,67.79,2.0,5.0,5.0,0
Cc1nc2ccccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,471.55,5.42,37.61,0.0,4.0,5.0,0
O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1,341.41,1.73,92.7,2.0,5.0,8.0,0
CN(C)CCn1nc(Cc2ccccc2)c2ccccc2c1=O,307.4,2.55,38.13,0.0,4.0,5.0,0
CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,348.44,2.86,83.58,3.0,5.0,7.0,0
CCCCc1cc(C(=O)OC)cc(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1F,461.5,4.01,102.76,1.0,7.0,8.0,0
COc1ccc(CCNCC(O)COc2ccc(OCC(C)=O)c3c2CCC(=O)N3)cc1OC,472.54,2.13,115.35,3.0,8.0,13.0,0
O=c1[nH]ncc(NCCNCC(O)COc2ccccc2Cl)c1Cl,373.24,1.52,99.27,4.0,6.0,9.0,0
CN(C)Cc1ccc(CSCCNC(=O)c2ccc[n+]([O-])c2)o1,335.43,1.64,72.42,1.0,5.0,8.0,0
CC(C)(C)NCC(O)COc1ccc(O)c2c1C1CCC2CC1,319.44,3.27,61.72,3.0,4.0,5.0,0
COc1ccc(CCNCC(O)COc2ccc(/C(C)=C\C#N)cc2)cc1OC,396.49,3.2,83.74,2.0,6.0,11.0,0
CC(C)(CCn1c(=O)[nH]c2ccccc21)NCC(O)COc1cccc2ccccc12,419.53,3.68,79.28,3.0,5.0,9.0,0
CC(C)(C)NCC(O)COc1ccccc1NC(=O)c1ccco1,332.4,2.66,83.73,3.0,5.0,7.0,0
COCCOc1ccc(OCC(O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1,420.46,0.92,132.5,4.0,8.0,14.0,0
CC(OCCN1CCCCCC1)(c1ccccc1)c1ccc(Cl)cc1,357.93,5.5,12.47,0.0,2.0,6.0,0
CC(C)(C)NCC(O)COc1cccc2c1CCN(C=O)C2,306.41,1.33,61.8,2.0,4.0,6.0,0
CC(C)(C)NCC(O)COc1cccc2c1CC1(CCCCC1)C2=O,345.48,3.5,58.56,2.0,4.0,5.0,0
CN1C(=O)[C@@H](NC(=O)c2cc3cccc4c3n2CCC4)N=C(c2ccccc2)c2ccccc21,448.53,4.16,66.7,1.0,4.0,3.0,0
Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,454.53,1.03,119.1,3.0,9.0,9.0,0
Cn1cc(OCC(O)CNC(C)(C)C)c2ccccc2c1=O,304.39,1.67,63.49,2.0,5.0,5.0,0
CN1C(N)=NS(=O)(=O)N=C1NCCSCc1csc(N=C(N)N)n1,391.51,-1.27,177.44,4.0,9.0,6.0,0
Cc1ccccc1OCC(O)CNCCn1cc(C)c(=O)[nH]c1=O,333.39,0.18,96.35,3.0,6.0,8.0,0
O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,431.56,2.66,90.66,1.0,6.0,11.0,0
N=C(N)NCC1COc2ccccc2O1.N=C(N)NCC1COc2ccccc2O1.O=S(=O)(O)O,207.23,0.31,80.36,3.0,3.0,2.0,0
CC(C)NCC(O)COc1cccc2c1C=CCC2,261.37,2.38,41.49,2.0,3.0,6.0,0
Cc1[nH]c2cccc(OCC(O)CNCCOc3ccccc3)c2c1Cl,374.87,3.54,66.51,3.0,4.0,9.0,0
CN(C)CCOC(C)(c1ccccc1)c1ccccc1,269.39,3.53,12.47,0.0,2.0,6.0,0
COc1ccc(C2CNC(=O)C2)cc1OCCCN1CCC(C(=O)c2ccc(F)cc2)CC1,454.54,3.8,67.87,1.0,5.0,9.0,0
CCOCCn1c(CN2CCN(CCCCn3cccn3)CC2)nc2ccccc21,410.57,2.87,51.35,0.0,7.0,11.0,0
Cc1cc(C)cc(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c1.Cl,273.38,3.09,29.54,0.0,3.0,2.0,0
CCCN(C(C)C)[C@H]1COc2cccc(C(=O)NC(C)C)c2C1,318.46,3.25,41.57,1.0,3.0,6.0,0
CCCC(=O)Nc1ccc(OCC(O)CNCCc2ccc(OC)c(OC)c2)c(-c2ccno2)c1,483.57,3.67,115.08,3.0,8.0,14.0,0
CC(C)(CNC(N)=O)NCC(O)COC(=O)c1ccccc1F.O=S(=O)(O)O,327.36,0.38,113.68,4.0,5.0,8.0,0
O=c1c2ccccc2c(Cc2ccc(F)cc2)nn1C1CCCN(CCc2ccccc2)CC1,455.58,5.4,38.13,0.0,4.0,6.0,0
O=C(NCCN1CCN(c2cccc3c2OC[C@H](CO)O3)CC1)c1ccc(F)cc1,415.47,1.51,74.27,2.0,6.0,6.0,0
Cc1cc(=O)c2c(O)c3ccoc3c(OCC(O)CNC(C)C)c2o1,347.37,2.29,105.07,3.0,7.0,6.0,0
CC(C)(C)NCC(O)COc1cc(Cl)ccc1C1=CC(=O)CC1,337.85,3.21,58.56,2.0,4.0,6.0,0
CC[C@@H](O)/C=C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O,350.46,2.91,97.99,4.0,4.0,13.0,0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,377.92,2.49,46.3,0.0,6.0,7.0,0
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,363.24,3.87,41.57,1.0,3.0,1.0,0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,577.73,2.52,118.21,3.0,6.0,5.0,0
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@H]2O5,413.56,3.29,70.95,3.0,5.0,2.0,0
CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O.Cl.Cl,356.38,-1.64,162.92,4.0,10.0,5.0,0
Cl.Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,309.39,3.69,31.92,1.0,2.0,4.0,0
Cl.Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,295.36,3.3,31.92,1.0,2.0,3.0,0
Nc1nc2c(ncn2CC[C@@H](O)CO)c(=O)[nH]1,239.24,-1.55,130.05,4.0,7.0,4.0,0
O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21.O=C(O)/C=C\C(=O)O,475.63,5.24,35.58,1.0,4.0,6.0,0
CCS(=O)(=O)CCCC12CCC(c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2,469.57,5.31,64.85,0.0,5.0,7.0,0
COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,505.7,6.38,84.23,0.0,5.0,1.0,0
Nc1ccc(C(=O)[O-])cc1.[Na+],137.14,0.97,63.32,2.0,2.0,1.0,0
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,298.36,3.76,54.37,1.0,3.0,2.0,0
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,295.34,3.43,57.61,1.0,2.0,4.0,0
C=C(C)CNc1ccc(C(C)C(=O)O)cc1,219.28,2.86,49.33,2.0,2.0,5.0,0
Fc1cccc2c1O[C@H]1CNC[C@@H]1O2,195.19,0.94,30.49,1.0,3.0,0.0,0
O=C(N[C@H]1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2ccc(Cl)cc2)C1)c1ccnc2ccccc12,619.99,7.57,62.3,1.0,3.0,5.0,0
COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,420.47,2.84,86.63,1.0,6.0,8.0,0
Cl.Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,388.37,2.99,78.27,1.0,7.0,4.0,0
O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,641.3,7.77,50.6,0.0,6.0,14.0,0
Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)O2)c(=O)n1.[Na+].[Na+].[Na+].[Na+],773.32,-2.87,390.27,9.0,21.0,14.0,0
CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,337.4,4.44,60.17,0.0,4.0,3.0,0
CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C(C)=C/C=C(C)/C=C/C=C(\C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,632.88,8.14,96.36,2.0,6.0,10.0,0
O=C(O)c1c[nH]cn1,112.09,0.11,65.98,2.0,2.0,1.0,0
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)nc2N1,430.55,4.1,57.7,1.0,5.0,7.0,0
O=C(O[C@H]1CN2CCC1CC2)N(Cc1cc(F)c(F)c(F)c1)c1cccc(F)c1,408.39,4.48,32.78,0.0,3.0,4.0,0
CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(N)=O,492.48,-4.33,246.84,8.0,10.0,12.0,0
COc1cc2c(cc1OCCC[18F])CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,365.49,3.76,41.93,1.0,4.0,7.0,0
CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N,366.42,3.04,99.36,2.0,6.0,6.0,0
CCCNC(=O)c1nnc2c(-c3c(F)cccc3OC)cccc2c1N,354.39,3.17,90.13,2.0,5.0,5.0,0
CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,421.91,3.02,106.09,1.0,6.0,6.0,0
CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21.Cl,237.35,3.87,12.03,1.0,1.0,2.0,0
Cl.O=C(Cn1ccnc1)c1ccc2ccccc2c1,236.27,2.92,34.89,0.0,3.0,3.0,0
CCOCCN(Cc1ccc(CN(CCOCC)C(=O)C(Cl)Cl)cc1)C(=O)C(Cl)Cl,502.27,4.02,59.08,0.0,4.0,14.0,0
CCCCOC(=O)CCC(=O)OCCCC,230.3,2.45,52.6,0.0,4.0,9.0,0
CCOC(=O)/C(=C/c1ncc([N+](=O)[O-])n1C)C(C)=O,267.24,0.86,104.33,0.0,7.0,5.0,0
CCOCCN(Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)C(=O)C(Cl)Cl,427.28,4.56,81.91,0.0,5.0,10.0,0
O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,399.23,3.51,92.91,1.0,5.0,8.0,0
COC(=O)Nc1nc2ccc(C(=O)C3CC3)cc2[nH]1,259.26,2.33,84.08,2.0,4.0,3.0,0
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,351.12,1.79,87.49,2.0,4.0,1.0,0
C[N+](C)(CCOc1ccccc1)Cc1ccccc1,256.37,3.34,9.23,0.0,1.0,6.0,0
C1=CN2CC(c3cccs3)N=C2S1,208.31,2.68,15.6,0.0,4.0,1.0,0
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-],270.38,3.69,42.15,1.0,3.0,1.0,0
CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1,930.2,4.7,228.05,6.0,10.0,23.0,0
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1O,339.2,-2.58,197.59,6.0,9.0,5.0,0
O=C(O)CC(=O)C(=O)O,132.07,-0.89,91.67,2.0,3.0,3.0,0
C1CC1,42.08,1.17,0.0,0.0,0.0,0.0,0
CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,245.37,3.16,20.31,0.0,2.0,5.0,0
C[S+](C)CC[C@H](N)C(=O)O.[Cl-],164.25,-0.33,63.32,2.0,2.0,4.0,0
COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,637.51,9.76,38.77,0.0,3.0,6.0,0
COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1,401.44,3.06,86.8,2.0,5.0,4.0,0
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,465.55,2.64,93.07,1.0,9.0,5.0,0
O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2ccc3cc(F)ccc3n2)nc1,394.41,1.51,103.27,3.0,7.0,5.0,0
O=C(O)CNC(=O)Oc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,403.3,1.46,186.76,6.0,9.0,4.0,0
CC(SC(=O)c1cccs1)C(=O)NC1CCSC1=O,315.44,2.16,63.24,1.0,6.0,4.0,0
Nc1nc(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,379.29,-1.2,188.97,6.0,10.0,4.0,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O,440.67,7.52,54.37,1.0,3.0,12.0,0
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1.Cl,313.4,2.69,58.22,1.0,4.0,6.0,0
O=[N+]([O-])OCCCO,121.09,-0.42,72.6,1.0,4.0,4.0,0
CC(C)(C)c1cc(C(C)(C)C)c2[nH]c(C(C)(C)C)c(C[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCc3ccccc3)c2c1,788.1,3.79,252.91,11.0,6.0,18.0,0
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,372.53,3.88,49.41,1.0,3.0,7.0,0
Cl.Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,228.12,2.85,12.03,1.0,1.0,1.0,0
CCC(CC)Nc1c2c(nc3c(-c4ccc(OC)cc4Cl)c(C)nn13)CCC2,398.94,5.46,51.45,1.0,5.0,6.0,0
CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,495.56,2.15,115.65,1.0,8.0,6.0,0
C[C@H]1COC2(CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)O1,431.39,3.32,94.8,0.0,8.0,2.0,0
Cl.Fc1ccc(OC[C@@H]2CNCCO2)c2c1CCC2,251.3,1.68,30.49,1.0,3.0,3.0,0
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21.Cl,313.83,3.98,23.47,1.0,2.0,0.0,0
O=C(CCCCCCCCC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314)Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,881.12,5.95,158.46,4.0,12.0,15.0,0
CCOC(=O)[C@H](C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)N[C@@H](C)C(=O)OCC,526.54,1.23,184.61,4.0,12.0,15.0,0
CCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,225.24,0.53,92.78,3.0,5.0,4.0,0
COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,480.95,0.87,135.68,3.0,9.0,8.0,0
c1cc([C@H]2CC[C@]3(CC2)OO[C@]2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,469.62,4.88,49.39,0.0,6.0,5.0,0
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,524.64,5.31,99.13,1.0,6.0,11.0,0
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,313.4,2.69,58.22,1.0,4.0,6.0,0
Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,503.67,4.71,94.11,1.0,7.0,9.0,0
CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1,356.45,3.5,74.32,1.0,4.0,5.0,0
Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2,396.45,2.85,118.64,2.0,6.0,4.0,0
Cc1cc(S(=O)(=O)[O-])c2c(C)ccc(C(C)C)cc1-2.[Na+],278.37,3.78,54.37,1.0,2.0,2.0,0
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,264.32,1.89,58.64,1.0,4.0,6.0,0
CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,358.49,3.24,70.39,2.0,5.0,10.0,0
