MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
350.4,0.7,95.94,2.0,5.0,5.0,1
391.47,4.88,46.09,0.0,3.0,5.0,0
284.44,4.93,49.83,1.0,2.0,14.0,0
198.31,0.74,65.14,3.0,2.0,3.0,1
179.22,3.39,12.89,0.0,1.0,0.0,0
357.44,2.49,71.53,1.0,6.0,7.0,1
197.19,0.05,103.78,4.0,4.0,3.0,1
387.85,3.46,78.86,2.0,7.0,4.0,0
140.19,-1.02,12.96,0.0,4.0,0.0,1
265.31,4.18,43.1,0.0,3.0,3.0,0
246.35,1.77,46.33,1.0,2.0,5.0,1
290.51,5.98,3.88,0.0,0.0,13.0,0
652.71,8.15,210.22,4.0,10.0,7.0,0
363.46,3.39,81.07,3.0,4.0,8.0,0
434.55,2.8,91.21,2.0,8.0,5.0,1
204.31,-0.29,64.52,4.0,4.0,9.0,1
212.25,3.03,37.91,1.0,2.0,1.0,0
315.37,1.05,59.0,1.0,5.0,1.0,1
246.35,1.77,46.33,1.0,2.0,5.0,1
369.5,4.02,58.56,2.0,4.0,11.0,0
404.46,2.15,90.15,4.0,6.0,4.0,1
279.73,2.01,45.14,0.0,3.0,1.0,0
305.76,2.73,72.72,4.0,4.0,1.0,1
295.38,1.53,67.79,2.0,5.0,9.0,1
460.46,5.76,72.94,2.0,4.0,4.0,0
319.88,4.81,28.16,1.0,3.0,8.0,1
331.42,1.56,105.32,4.0,7.0,7.0,0
320.45,4.68,54.37,1.0,2.0,1.0,1
466.95,5.25,93.55,2.0,9.0,6.0,0
411.57,3.49,47.02,1.0,6.0,7.0,1
414.53,3.37,59.08,0.0,6.0,6.0,1
791.11,-0.99,179.66,7.0,8.0,11.0,1
275.4,4.55,3.24,0.0,1.0,3.0,1
552.55,6.37,52.65,1.0,3.0,9.0,0
305.76,2.73,72.72,4.0,4.0,1.0,1
391.47,3.72,48.0,0.0,5.0,3.0,1
613.91,2.52,95.5,3.0,3.0,3.0,1
312.41,1.29,90.65,2.0,5.0,7.0,1
414.74,4.31,75.62,2.0,6.0,5.0,1
330.41,3.96,65.22,0.0,6.0,4.0,0
242.27,2.94,46.53,1.0,3.0,3.0,0
268.27,3.17,59.67,1.0,4.0,2.0,0
464.49,3.86,110.24,3.0,6.0,4.0,0
349.41,0.35,112.73,3.0,5.0,4.0,1
324.4,3.81,36.26,0.0,3.0,5.0,1
253.35,3.24,12.47,0.0,2.0,1.0,0
228.22,0.18,88.83,1.0,6.0,1.0,1
239.75,3.3,29.1,1.0,2.0,3.0,1
82.11,0.72,28.68,1.0,1.0,0.0,1
267.33,2.85,43.7,2.0,3.0,0.0,1
401.44,1.9,112.74,2.0,6.0,4.0,1
275.09,1.27,61.9,3.0,1.0,2.0,1
376.24,1.77,99.77,4.0,7.0,4.0,1
179.17,0.67,66.4,2.0,3.0,1.0,0
324.38,2.52,62.4,1.0,4.0,2.0,1
331.35,1.58,74.57,2.0,5.0,3.0,1
519.57,5.36,110.86,2.0,7.0,5.0,1
411.46,1.0,145.66,6.0,9.0,9.0,0
238.38,2.35,24.92,1.0,3.0,2.0,0
828.01,3.16,206.05,3.0,16.0,13.0,0
411.87,4.76,84.22,2.0,5.0,5.0,0
486.44,4.61,91.18,4.0,6.0,16.0,1
151.25,1.91,26.02,1.0,1.0,0.0,1
371.43,1.1,120.56,1.0,7.0,5.0,1
239.36,3.75,3.24,0.0,1.0,5.0,1
294.44,4.12,6.48,0.0,2.0,4.0,1
399.63,5.04,9.72,0.0,5.0,6.0,1
405.45,0.88,116.25,2.0,6.0,9.0,1
392.52,2.35,59.06,1.0,6.0,4.0,1
534.49,4.97,101.12,0.0,9.0,8.0,1
449.21,2.19,83.55,1.0,4.0,2.0,0
272.09,-1.12,153.11,5.0,5.0,4.0,0
226.23,-0.05,115.81,5.0,5.0,4.0,1
492.59,5.63,77.52,1.0,5.0,5.0,1
331.37,2.08,91.18,4.0,6.0,6.0,1
241.25,0.82,100.45,3.0,4.0,2.0,0
284.75,2.61,35.83,1.0,3.0,1.0,1
335.47,2.07,65.2,2.0,3.0,5.0,1
44.01,-0.58,34.14,0.0,2.0,0.0,0
285.43,3.88,23.47,1.0,2.0,2.0,1
271.44,3.07,32.7,1.0,3.0,10.0,0
258.49,3.52,0.0,0.0,0.0,11.0,1
520.5,3.4,113.18,4.0,7.0,8.0,1
284.35,2.19,57.15,1.0,5.0,0.0,0
429.13,6.12,39.41,0.0,4.0,6.0,1
420.53,4.89,64.33,1.0,3.0,4.0,1
242.23,-1.51,104.55,3.0,6.0,2.0,0
421.47,4.52,90.65,3.0,4.0,8.0,1
570.65,3.48,141.18,4.0,9.0,6.0,1
276.29,1.29,95.93,2.0,4.0,4.0,0
236.28,-0.47,115.04,2.0,6.0,3.0,0
232.24,0.7,75.27,2.0,3.0,2.0,1
150.13,-2.58,90.15,4.0,5.0,0.0,0
384.26,3.96,64.63,1.0,5.0,4.0,1
329.27,4.22,23.55,0.0,2.0,4.0,0
282.38,5.08,37.3,1.0,1.0,3.0,0
314.37,2.96,86.19,1.0,4.0,3.0,1
330.43,3.28,67.52,2.0,5.0,7.0,0
320.34,2.73,93.06,2.0,5.0,6.0,1
271.79,2.78,41.49,2.0,3.0,5.0,0
510.43,4.22,101.96,2.0,7.0,6.0,0
253.34,1.35,64.71,2.0,4.0,7.0,0
269.13,4.0,40.46,2.0,2.0,2.0,0
166.22,0.92,47.28,2.0,3.0,4.0,1
500.55,4.43,96.22,3.0,6.0,12.0,1
229.63,-1.08,156.79,5.0,6.0,1.0,1
269.35,1.91,49.74,1.0,4.0,5.0,1
451.92,0.09,194.99,6.0,8.0,10.0,0
421.42,1.63,118.36,3.0,5.0,3.0,1
265.36,2.48,19.37,0.0,3.0,0.0,1
173.21,0.62,66.4,2.0,2.0,4.0,1
372.54,4.46,9.49,0.0,2.0,4.0,1
295.38,1.53,67.79,2.0,5.0,9.0,1
255.36,3.35,12.47,0.0,2.0,6.0,1
232.28,1.86,54.12,2.0,2.0,4.0,1
405.42,4.05,54.69,1.0,6.0,5.0,0
244.32,0.31,78.43,3.0,4.0,5.0,0
506.71,4.05,112.05,3.0,7.0,2.0,1
325.77,4.32,30.18,0.0,3.0,1.0,1
595.53,-0.77,250.52,10.0,14.0,6.0,0
400.46,3.99,87.26,1.0,6.0,5.0,0
339.44,2.95,49.77,1.0,4.0,6.0,0
327.34,3.05,84.86,2.0,4.0,6.0,0
435.89,2.55,112.74,2.0,6.0,4.0,1
615.63,-8.86,347.32,13.0,19.0,9.0,1
280.39,2.08,63.4,1.0,3.0,2.0,0
121.16,-0.67,63.32,3.0,3.0,2.0,1
187.2,1.02,71.77,2.0,3.0,1.0,1
591.56,8.52,97.75,2.0,6.0,13.0,1
153.82,2.55,0.0,0.0,0.0,0.0,0
281.4,3.75,23.47,1.0,2.0,6.0,0
462.49,5.69,54.38,2.0,4.0,6.0,0
260.32,2.41,55.12,1.0,4.0,3.0,0
307.4,3.25,37.61,0.0,3.0,3.0,1
697.63,3.8,184.3,6.0,9.0,15.0,0
456.57,2.72,110.43,3.0,6.0,6.0,1
475.64,5.07,90.29,1.0,7.0,10.0,0
353.51,4.66,29.54,0.0,3.0,10.0,0
972.01,3.25,277.05,5.0,18.0,14.0,0
425.52,2.63,75.69,0.0,8.0,12.0,1
376.5,5.12,46.53,1.0,3.0,2.0,0
109.13,0.57,33.12,1.0,2.0,1.0,0
575.43,4.89,123.61,1.0,11.0,12.0,0
263.38,2.81,53.16,3.0,2.0,6.0,0
441.54,4.03,102.29,2.0,5.0,7.0,1
253.28,1.88,76.49,1.0,4.0,3.0,0
442.42,-0.44,181.62,6.0,9.0,2.0,1
257.38,3.08,23.47,1.0,2.0,0.0,0
249.3,1.46,85.08,2.0,4.0,3.0,1
260.33,2.02,90.65,2.0,4.0,7.0,1
360.54,5.17,43.37,0.0,3.0,2.0,1
296.15,4.36,49.33,2.0,2.0,4.0,1
213.24,2.44,39.19,0.0,3.0,3.0,0
452.55,4.02,64.38,0.0,7.0,8.0,0
613.96,3.3,83.63,2.0,3.0,5.0,0
295.3,2.41,75.81,0.0,4.0,2.0,0
252.1,1.17,69.48,2.0,5.0,5.0,1
449.59,5.43,68.12,1.0,5.0,5.0,0
325.37,0.6,123.13,4.0,7.0,6.0,1
221.21,-3.08,119.25,5.0,6.0,2.0,0
272.37,1.09,78.43,3.0,4.0,6.0,1
403.44,2.89,125.46,3.0,6.0,6.0,1
275.22,1.66,117.97,2.0,6.0,4.0,0
454.54,3.8,67.87,1.0,5.0,9.0,0
277.15,-0.49,161.31,6.0,4.0,7.0,0
481.55,2.4,140.92,3.0,7.0,10.0,1
402.53,4.07,88.51,1.0,4.0,4.0,0
429.6,4.12,67.79,2.0,5.0,11.0,0
424.54,3.05,89.87,3.0,4.0,8.0,1
622.54,1.61,231.67,6.0,11.0,12.0,0
371.85,4.61,71.09,2.0,4.0,4.0,0
221.26,1.79,47.56,1.0,3.0,3.0,1
323.42,1.25,90.98,2.0,5.0,6.0,1
553.02,5.45,134.11,1.0,10.0,11.0,0
459.59,2.88,71.68,2.0,4.0,5.0,0
165.19,0.64,63.32,2.0,2.0,3.0,0
188.27,2.45,41.81,2.0,1.0,3.0,0
391.59,6.25,7.12,0.0,3.0,5.0,1
372.81,3.14,91.68,3.0,6.0,6.0,1
344.41,2.22,90.82,4.0,5.0,9.0,1
457.49,6.93,62.32,2.0,2.0,6.0,1
219.33,2.0,31.92,1.0,2.0,2.0,0
295.36,3.01,46.74,2.0,3.0,2.0,0
255.36,3.35,12.47,0.0,2.0,6.0,1
190.18,0.34,94.83,3.0,4.0,1.0,0
247.28,0.53,95.1,0.0,6.0,5.0,1
401.56,-0.02,167.38,7.0,6.0,17.0,0
501.48,2.7,166.98,1.0,13.0,11.0,1
300.44,5.6,37.3,1.0,1.0,5.0,1
416.65,5.56,60.69,3.0,3.0,5.0,1
544.7,4.1,117.82,1.0,6.0,9.0,1
191.14,-1.28,91.06,1.0,6.0,2.0,1
226.28,1.18,75.27,2.0,3.0,4.0,1
144.22,0.25,55.12,2.0,2.0,6.0,0
340.49,4.83,23.55,0.0,4.0,5.0,1
379.5,4.36,38.77,0.0,4.0,6.0,1
412.64,6.07,18.46,0.0,2.0,11.0,0
36.46,0.42,0.0,0.0,0.0,0.0,0
398.48,3.77,59.73,0.0,5.0,8.0,0
156.1,1.0,88.87,1.0,5.0,2.0,0
260.31,3.17,54.37,1.0,3.0,4.0,1
200.28,2.11,24.39,1.0,2.0,1.0,1
365.21,-1.72,186.07,5.0,10.0,4.0,1
421.5,4.55,90.9,3.0,5.0,8.0,1
215.64,1.47,72.55,2.0,3.0,3.0,0
157.21,0.84,63.32,2.0,2.0,2.0,1
284.32,1.02,83.98,2.0,4.0,5.0,0
289.55,3.27,77.82,2.0,4.0,1.0,0
650.98,3.95,92.78,3.0,4.0,5.0,0
355.55,5.2,20.31,0.0,3.0,10.0,0
239.32,1.28,81.14,2.0,4.0,8.0,0
391.43,0.0,163.93,5.0,11.0,5.0,0
242.27,2.75,43.37,0.0,3.0,0.0,0
277.26,-1.36,130.24,2.0,5.0,3.0,1
557.61,0.83,180.97,2.0,14.0,10.0,1
776.87,4.56,92.78,3.0,4.0,5.0,1
366.48,2.17,95.5,3.0,4.0,3.0,0
218.25,0.98,104.64,2.0,4.0,6.0,1
408.39,4.48,32.78,0.0,3.0,4.0,0
230.68,1.68,58.53,1.0,3.0,0.0,1
365.79,2.36,88.56,2.0,5.0,3.0,0
312.41,2.53,40.62,0.0,2.0,1.0,1
242.27,2.82,49.69,2.0,3.0,1.0,0
845.02,4.6,197.87,2.0,15.0,11.0,0
288.28,3.38,75.99,2.0,3.0,6.0,1
355.4,1.75,125.46,3.0,6.0,7.0,0
153.18,1.27,50.09,0.0,3.0,3.0,0
309.37,3.34,51.39,0.0,5.0,6.0,0
328.41,2.14,95.58,4.0,4.0,8.0,1
155.2,0.42,29.54,0.0,3.0,1.0,0
263.38,1.19,81.14,3.0,3.0,8.0,1
613.8,2.87,118.03,4.0,7.0,11.0,1
173.13,-1.76,126.02,2.0,4.0,4.0,0
164.97,2.03,9.23,0.0,1.0,2.0,1
463.5,5.91,78.63,2.0,6.0,9.0,1
415.57,4.11,81.95,4.0,5.0,16.0,1
417.82,5.23,66.49,2.0,4.0,5.0,1
374.91,3.06,35.94,1.0,4.0,8.0,1
474.55,2.22,138.2,3.0,7.0,6.0,1
339.48,4.28,29.54,0.0,3.0,8.0,1
303.19,3.22,12.03,1.0,1.0,4.0,1
265.22,-3.05,159.76,5.0,8.0,7.0,1
294.34,0.65,107.08,2.0,6.0,4.0,1
288.48,5.09,20.23,1.0,1.0,1.0,1
416.58,4.85,60.44,0.0,5.0,1.0,1
244.3,1.26,83.8,3.0,3.0,2.0,0
359.47,1.55,69.64,0.0,6.0,6.0,1
355.52,5.04,46.26,1.0,3.0,0.0,0
260.22,-1.57,104.55,3.0,6.0,2.0,0
163.18,0.08,46.17,1.0,2.0,0.0,0
359.51,4.11,44.81,1.0,4.0,7.0,0
301.73,4.34,63.33,1.0,3.0,3.0,1
446.91,4.28,68.74,1.0,7.0,8.0,1
266.3,3.93,50.44,1.0,3.0,3.0,1
276.04,1.43,108.86,2.0,4.0,1.0,0
183.21,0.48,86.71,4.0,4.0,2.0,0
368.48,2.88,54.56,1.0,4.0,4.0,0
558.52,0.9,159.65,4.0,8.0,7.0,1
250.72,3.85,26.3,0.0,2.0,1.0,0
774.94,6.05,181.31,4.0,11.0,9.0,0
114.1,-0.16,72.28,2.0,4.0,1.0,0
608.55,-1.09,238.2,8.0,15.0,7.0,1
308.33,3.61,67.51,1.0,4.0,4.0,1
165.24,1.34,29.85,1.0,3.0,1.0,0
267.28,-4.49,153.64,8.0,8.0,5.0,1
469.2,-0.24,229.96,5.0,12.0,8.0,0
259.35,2.78,60.17,2.0,4.0,6.0,0
209.25,2.55,64.93,2.0,3.0,0.0,0
497.5,1.02,176.61,5.0,10.0,3.0,1
338.41,2.87,62.13,1.0,4.0,4.0,0
339.37,-0.4,115.54,1.0,8.0,3.0,1
200.24,2.97,29.46,1.0,2.0,3.0,1
160.18,0.92,63.83,2.0,4.0,1.0,1
291.8,4.09,43.09,1.0,3.0,2.0,0
181.22,0.57,33.42,0.0,2.0,1.0,1
454.49,2.75,108.27,1.0,8.0,4.0,1
245.33,2.62,42.16,0.0,4.0,6.0,0
929.16,8.07,126.44,0.0,12.0,24.0,1
482.51,-0.58,195.17,5.0,14.0,8.0,0
535.34,1.62,165.06,6.0,5.0,14.0,0
384.59,4.16,69.64,2.0,4.0,14.0,1
256.35,1.26,92.42,3.0,3.0,5.0,0
308.77,3.16,32.67,0.0,2.0,2.0,0
444.9,2.41,94.83,3.0,5.0,2.0,0
284.41,2.5,19.14,0.0,3.0,1.0,1
301.47,4.33,23.47,1.0,2.0,5.0,1
435.48,1.27,132.5,2.0,10.0,6.0,0
92.57,2.03,0.0,0.0,0.0,2.0,0
28.01,0.03,47.58,0.0,2.0,0.0,1
304.39,1.55,80.92,4.0,4.0,0.0,1
305.34,2.64,74.29,0.0,5.0,3.0,1
810.99,3.99,154.1,3.0,12.0,7.0,1
247.34,2.21,29.54,0.0,3.0,3.0,1
249.1,-1.27,161.31,6.0,4.0,5.0,1
422.92,4.27,92.51,2.0,6.0,8.0,1
428.54,4.78,87.13,1.0,5.0,7.0,1
163.17,-2.97,92.95,5.0,5.0,1.0,0
506.59,1.29,160.1,3.0,11.0,7.0,0
314.41,1.46,83.58,2.0,7.0,10.0,1
324.06,6.45,0.0,0.0,1.0,2.0,0
321.83,3.67,29.54,0.0,4.0,3.0,1
297.75,-0.35,118.36,3.0,5.0,1.0,1
404.5,5.39,6.48,0.0,2.0,6.0,0
295.43,4.2,21.26,1.0,2.0,5.0,0
310.44,3.92,29.46,1.0,2.0,1.0,1
673.02,3.74,76.07,1.0,4.0,8.0,0
150.22,2.82,20.23,1.0,1.0,1.0,0
349.39,3.94,68.53,1.0,4.0,5.0,0
409.57,4.34,78.91,1.0,5.0,3.0,1
731.84,3.14,180.52,3.0,9.0,5.0,0
411.36,5.19,34.14,0.0,2.0,1.0,0
310.47,4.63,6.48,0.0,3.0,2.0,1
217.27,1.41,29.54,0.0,3.0,0.0,0
294.35,1.19,68.82,2.0,5.0,5.0,0
182.18,1.4,77.76,3.0,4.0,2.0,0
277.19,3.0,58.28,3.0,3.0,3.0,0
255.36,3.22,12.47,0.0,2.0,6.0,0
348.38,-1.14,128.28,3.0,6.0,4.0,1
353.44,3.52,55.4,1.0,4.0,4.0,0
234.26,1.3,62.06,0.0,6.0,3.0,0
401.45,0.96,109.58,2.0,9.0,5.0,0
344.41,2.22,90.82,4.0,5.0,9.0,1
459.51,2.7,110.76,1.0,6.0,5.0,1
749.0,1.9,180.08,5.0,14.0,7.0,1
409.83,3.95,102.17,2.0,7.0,6.0,0
455.41,7.3,27.05,0.0,4.0,8.0,0
221.34,3.08,23.47,1.0,2.0,5.0,1
489.66,4.79,70.98,3.0,5.0,10.0,1
312.37,2.1,118.2,4.0,4.0,8.0,0
420.33,4.65,62.82,1.0,3.0,5.0,0
461.56,5.16,84.86,2.0,6.0,7.0,1
301.14,3.61,34.14,0.0,2.0,1.0,0
353.53,4.11,43.09,1.0,1.0,8.0,1
268.49,2.99,0.0,0.0,0.0,4.0,0
199.28,3.89,12.03,1.0,2.0,0.0,0
284.43,4.24,6.48,0.0,3.0,4.0,1
392.47,1.9,94.83,3.0,5.0,2.0,1
380.36,2.63,88.49,2.0,6.0,2.0,1
473.45,-0.73,219.84,7.0,9.0,10.0,1
292.43,4.15,16.13,0.0,2.0,5.0,0
429.97,4.66,62.3,1.0,6.0,8.0,0
192.26,1.59,55.12,2.0,2.0,2.0,1
320.39,3.95,40.62,0.0,2.0,4.0,1
131.18,0.59,63.32,2.0,2.0,5.0,1
345.42,2.9,83.09,1.0,5.0,5.0,1
47.06,-0.49,35.25,1.0,2.0,0.0,0
362.79,2.02,73.13,2.0,4.0,4.0,0
311.49,4.91,12.03,1.0,2.0,5.0,0
511.82,8.05,38.25,0.0,4.0,22.0,1
540.02,3.91,140.13,3.0,9.0,9.0,1
429.58,5.58,77.84,2.0,4.0,11.0,0
137.16,-0.39,46.97,1.0,1.0,1.0,0
585.66,0.51,205.76,7.0,11.0,6.0,1
197.23,2.57,26.02,1.0,1.0,4.0,0
392.5,3.15,85.35,4.0,4.0,6.0,1
244.89,0.43,115.06,4.0,2.0,2.0,0
416.53,-0.45,142.91,4.0,5.0,11.0,0
277.41,4.17,3.24,0.0,1.0,3.0,1
290.41,3.71,16.13,0.0,2.0,0.0,1
473.45,-0.73,219.84,7.0,9.0,10.0,1
206.31,2.5,15.6,0.0,3.0,2.0,0
465.35,4.94,115.2,3.0,7.0,7.0,0
487.51,0.11,173.86,5.0,10.0,5.0,1
245.66,1.18,81.78,2.0,4.0,5.0,1
300.3,-1.52,122.46,1.0,7.0,3.0,1
318.39,1.06,59.06,1.0,4.0,4.0,1
465.55,4.13,108.06,3.0,7.0,7.0,0
292.39,2.49,33.09,1.0,4.0,3.0,0
401.89,2.88,61.88,1.0,4.0,6.0,0
454.97,3.89,72.83,1.0,5.0,2.0,1
685.86,6.55,154.66,2.0,10.0,14.0,0
89.09,-0.58,63.32,2.0,2.0,1.0,0
413.43,2.88,75.69,0.0,8.0,4.0,0
747.83,5.23,66.76,2.0,3.0,4.0,0
428.92,2.1,120.16,4.0,6.0,6.0,1
412.53,6.68,46.53,1.0,2.0,4.0,1
396.44,2.09,106.94,3.0,4.0,8.0,0
399.88,3.46,59.49,1.0,5.0,3.0,0
296.41,4.03,34.14,0.0,2.0,0.0,1
282.3,-1.62,98.82,2.0,4.0,4.0,0
613.91,2.52,95.5,3.0,3.0,3.0,1
270.35,1.78,75.27,2.0,3.0,5.0,1
326.48,5.18,34.14,0.0,2.0,2.0,0
425.89,1.94,113.6,3.0,5.0,7.0,0
292.38,3.4,38.05,1.0,3.0,6.0,0
418.35,2.4,107.98,0.0,10.0,5.0,0
360.41,2.36,85.81,1.0,7.0,5.0,0
159.23,1.75,3.24,0.0,1.0,3.0,1
255.79,2.83,23.47,1.0,2.0,5.0,1
442.42,-0.44,181.62,6.0,9.0,2.0,1
466.48,5.63,55.38,0.0,9.0,10.0,0
409.49,3.76,97.47,2.0,6.0,9.0,0
257.25,-1.76,148.07,7.0,7.0,5.0,0
225.29,1.52,72.72,4.0,4.0,3.0,1
312.48,5.02,6.48,0.0,3.0,5.0,1
406.55,-0.86,122.49,5.0,8.0,7.0,1
320.45,4.68,54.37,1.0,2.0,1.0,1
252.27,1.77,58.2,2.0,2.0,2.0,1
307.4,2.78,38.13,0.0,4.0,1.0,1
529.79,4.41,59.0,1.0,5.0,5.0,1
417.51,1.6,99.18,2.0,6.0,8.0,0
347.37,3.48,87.9,0.0,6.0,9.0,0
467.52,-6.3,268.17,10.0,14.0,6.0,1
254.05,1.04,48.65,2.0,2.0,0.0,0
398.48,3.77,59.73,0.0,5.0,8.0,0
444.54,2.77,96.25,3.0,6.0,6.0,1
167.21,0.65,52.49,3.0,3.0,3.0,1
189.21,1.16,37.38,0.0,2.0,1.0,1
369.49,1.29,101.73,2.0,6.0,7.0,1
429.52,0.81,148.61,5.0,5.0,9.0,1
145.16,-0.53,69.39,1.0,4.0,4.0,1
190.2,1.58,65.98,2.0,2.0,3.0,0
241.68,0.82,71.43,2.0,6.0,2.0,1
427.56,4.67,44.81,1.0,3.0,8.0,1
359.47,1.55,69.64,0.0,6.0,6.0,1
393.44,3.41,74.73,1.0,7.0,10.0,1
405.36,0.96,100.87,2.0,6.0,3.0,1
390.42,0.53,113.01,2.0,6.0,6.0,0
407.38,1.82,111.71,2.0,7.0,5.0,1
493.59,4.02,110.26,2.0,6.0,5.0,1
778.95,4.75,133.87,2.0,11.0,7.0,1
297.14,4.41,46.53,1.0,2.0,4.0,1
324.46,6.06,59.67,1.0,3.0,15.0,0
226.28,2.64,42.85,0.0,3.0,3.0,1
477.56,5.43,75.44,1.0,5.0,5.0,0
360.43,3.68,52.61,1.0,5.0,12.0,1
316.45,4.05,54.19,1.0,5.0,11.0,0
359.44,4.28,39.72,1.0,4.0,12.0,1
199.16,-1.1,87.07,2.0,4.0,2.0,1
102.09,-1.62,64.35,2.0,3.0,0.0,0
360.43,3.68,52.61,1.0,5.0,12.0,1
304.48,6.6,0.0,0.0,0.0,2.0,0
262.27,2.81,58.2,2.0,4.0,0.0,0
587.08,5.77,115.57,2.0,7.0,7.0,0
263.12,-1.06,138.53,5.0,4.0,5.0,0
305.21,1.93,66.56,2.0,3.0,8.0,0
219.28,2.81,29.54,0.0,2.0,4.0,0
348.41,2.03,89.91,4.0,5.0,4.0,0
448.53,4.16,66.7,1.0,4.0,3.0,0
326.44,5.17,46.53,1.0,2.0,6.0,1
592.69,-5.36,269.29,11.0,15.0,13.0,1
347.24,2.92,61.8,2.0,4.0,5.0,0
286.51,1.73,48.12,4.0,4.0,17.0,0
206.27,2.9,45.15,2.0,4.0,2.0,0
351.12,1.79,87.49,2.0,4.0,1.0,0
243.26,1.34,63.24,1.0,3.0,0.0,0
379.89,5.68,42.23,1.0,2.0,4.0,0
261.09,1.88,41.57,1.0,2.0,5.0,1
284.55,6.17,0.0,0.0,0.0,15.0,0
280.35,2.55,71.44,1.0,4.0,6.0,0
351.44,2.84,84.86,2.0,6.0,5.0,1
538.64,6.95,100.87,3.0,6.0,10.0,0
512.38,3.28,100.11,2.0,9.0,7.0,0
498.43,3.27,84.66,2.0,5.0,13.0,1
396.47,3.09,77.23,3.0,3.0,5.0,0
438.48,3.57,104.22,1.0,5.0,10.0,1
225.34,0.34,44.37,2.0,3.0,3.0,0
238.16,0.07,118.05,1.0,6.0,3.0,1
59.07,-1.16,75.89,3.0,1.0,0.0,1
168.04,2.08,9.23,0.0,1.0,2.0,1
255.75,3.41,38.33,1.0,2.0,4.0,1
457.45,-0.52,193.98,6.0,9.0,7.0,0
374.45,3.39,96.84,3.0,4.0,3.0,1
812.02,4.93,171.85,1.0,14.0,11.0,1
458.58,5.35,42.32,1.0,5.0,8.0,1
470.61,6.33,57.86,2.0,5.0,7.0,1
118.18,0.53,40.46,2.0,2.0,2.0,0
436.89,1.36,108.61,4.0,7.0,6.0,1
433.59,4.97,57.61,1.0,4.0,3.0,0
271.4,3.38,12.47,0.0,2.0,1.0,0
697.78,4.75,201.31,6.0,12.0,2.0,1
492.69,4.26,56.75,0.0,6.0,5.0,1
298.29,3.43,76.74,1.0,4.0,3.0,0
357.49,3.34,49.77,1.0,4.0,7.0,1
564.33,7.64,26.3,0.0,2.0,17.0,0
310.48,5.06,35.53,0.0,3.0,10.0,0
366.55,4.83,15.71,0.0,3.0,10.0,1
228.22,0.18,88.83,1.0,6.0,1.0,1
317.48,5.77,3.24,0.0,1.0,4.0,1
274.3,2.48,83.05,2.0,3.0,2.0,0
359.45,2.99,83.09,1.0,5.0,8.0,1
295.3,2.97,84.08,2.0,4.0,3.0,1
490.61,6.52,72.94,1.0,5.0,6.0,0
182.19,1.57,51.56,0.0,4.0,0.0,0
270.37,4.79,40.46,2.0,2.0,5.0,1
94.12,0.66,38.91,1.0,2.0,0.0,1
417.39,2.9,74.57,2.0,5.0,3.0,1
332.31,3.67,75.99,2.0,5.0,0.0,1
261.41,3.89,12.47,0.0,2.0,7.0,0
77.15,-0.13,26.02,2.0,2.0,1.0,1
444.52,2.97,90.15,4.0,6.0,5.0,1
823.9,1.2,224.72,4.0,11.0,6.0,0
324.77,2.85,61.42,0.0,6.0,3.0,0
286.34,1.09,101.88,3.0,7.0,4.0,1
359.84,3.34,67.75,1.0,5.0,3.0,0
199.32,1.56,12.47,0.0,3.0,0.0,1
520.56,2.78,175.35,4.0,11.0,11.0,0
154.22,0.56,74.2,2.0,2.0,2.0,0
307.42,4.95,12.47,0.0,2.0,2.0,0
189.22,0.16,9.03,0.0,1.0,3.0,1
543.53,0.0,206.07,6.0,12.0,5.0,1
332.41,2.78,61.02,2.0,3.0,3.0,0
271.3,4.07,67.53,1.0,5.0,4.0,0
485.51,5.82,63.69,1.0,5.0,5.0,1
207.27,2.82,38.33,1.0,2.0,2.0,0
425.49,0.53,131.67,6.0,9.0,11.0,0
335.49,3.65,38.77,0.0,4.0,12.0,1
321.46,4.16,23.47,1.0,2.0,3.0,0
570.65,3.48,141.18,4.0,9.0,6.0,1
160.24,0.65,26.3,0.0,2.0,4.0,0
317.5,2.85,23.47,1.0,2.0,4.0,1
319.44,3.27,61.72,3.0,4.0,5.0,0
246.35,1.77,46.33,1.0,2.0,5.0,1
824.97,3.52,171.17,3.0,12.0,8.0,1
517.48,5.05,93.14,1.0,5.0,4.0,0
271.28,1.5,96.55,2.0,5.0,4.0,0
326.4,2.01,104.03,4.0,4.0,3.0,1
242.29,4.32,20.23,1.0,1.0,2.0,0
450.35,5.04,77.99,2.0,6.0,5.0,1
410.43,-0.05,162.92,4.0,8.0,6.0,1
260.22,-1.57,104.55,3.0,6.0,2.0,0
160.22,1.23,24.39,1.0,2.0,2.0,1
299.76,2.95,50.46,1.0,3.0,1.0,1
267.37,2.51,50.72,2.0,4.0,5.0,0
367.81,0.62,112.73,3.0,5.0,4.0,1
526.54,1.23,184.61,4.0,12.0,15.0,0
403.98,3.94,29.95,1.0,5.0,6.0,1
256.3,3.58,38.69,1.0,3.0,4.0,0
406.91,6.61,40.46,2.0,2.0,2.0,1
498.62,3.94,94.17,1.0,8.0,9.0,0
862.92,1.98,273.36,10.0,14.0,19.0,0
271.34,1.06,101.29,3.0,4.0,5.0,0
500.63,2.59,146.05,4.0,8.0,16.0,1
615.49,4.77,133.99,2.0,6.0,7.0,0
